datetime_beginning_utc,datetime_beginning_ept,area,wind_generation_mw
7/3/2025 10:00:00 PM,7/3/2025 6:00:00 PM,RTO,1203.594
7/3/2025 11:00:00 PM,7/3/2025 7:00:00 PM,RTO,1238.586
7/4/2025 12:00:00 AM,7/3/2025 8:00:00 PM,RTO,1019.835
7/4/2025 1:00:00 AM,7/3/2025 9:00:00 PM,RTO,1117.345
7/4/2025 2:00:00 AM,7/3/2025 10:00:00 PM,RTO,1038.033
7/4/2025 3:00:00 AM,7/3/2025 11:00:00 PM,RTO,1051.749
7/4/2025 4:00:00 AM,7/4/2025 12:00:00 AM,RTO,1042.380
7/4/2025 5:00:00 AM,7/4/2025 1:00:00 AM,RTO,1042.002
7/4/2025 6:00:00 AM,7/4/2025 2:00:00 AM,RTO,1023.059
7/4/2025 7:00:00 AM,7/4/2025 3:00:00 AM,RTO,1035.438
7/4/2025 8:00:00 AM,7/4/2025 4:00:00 AM,RTO,1090.613
7/4/2025 9:00:00 AM,7/4/2025 5:00:00 AM,RTO,1169.486
7/4/2025 10:00:00 AM,7/4/2025 6:00:00 AM,RTO,1425.491
7/4/2025 11:00:00 AM,7/4/2025 7:00:00 AM,RTO,1384.298
7/4/2025 12:00:00 PM,7/4/2025 8:00:00 AM,RTO,961.341
7/4/2025 1:00:00 PM,7/4/2025 9:00:00 AM,RTO,492.377
7/4/2025 2:00:00 PM,7/4/2025 10:00:00 AM,RTO,358.149
7/4/2025 3:00:00 PM,7/4/2025 11:00:00 AM,RTO,324.434
7/4/2025 4:00:00 PM,7/4/2025 12:00:00 PM,RTO,380.012
7/4/2025 5:00:00 PM,7/4/2025 1:00:00 PM,RTO,433.258
7/4/2025 6:00:00 PM,7/4/2025 2:00:00 PM,RTO,490.957
7/4/2025 7:00:00 PM,7/4/2025 3:00:00 PM,RTO,499.915
7/4/2025 8:00:00 PM,7/4/2025 4:00:00 PM,RTO,491.334
7/4/2025 9:00:00 PM,7/4/2025 5:00:00 PM,RTO,556.022
7/4/2025 10:00:00 PM,7/4/2025 6:00:00 PM,RTO,774.379
7/4/2025 11:00:00 PM,7/4/2025 7:00:00 PM,RTO,647.654
7/5/2025 12:00:00 AM,7/4/2025 8:00:00 PM,RTO,600.393
7/5/2025 1:00:00 AM,7/4/2025 9:00:00 PM,RTO,880.566
7/5/2025 2:00:00 AM,7/4/2025 10:00:00 PM,RTO,979.141
7/5/2025 3:00:00 AM,7/4/2025 11:00:00 PM,RTO,1010.164
7/5/2025 4:00:00 AM,7/5/2025 12:00:00 AM,RTO,1088.149
7/5/2025 5:00:00 AM,7/5/2025 1:00:00 AM,RTO,1313.545
7/5/2025 6:00:00 AM,7/5/2025 2:00:00 AM,RTO,1631.219
7/5/2025 7:00:00 AM,7/5/2025 3:00:00 AM,RTO,1917.652
7/5/2025 8:00:00 AM,7/5/2025 4:00:00 AM,RTO,2183.579
7/5/2025 9:00:00 AM,7/5/2025 5:00:00 AM,RTO,2251.993
7/5/2025 10:00:00 AM,7/5/2025 6:00:00 AM,RTO,2273.996
7/5/2025 11:00:00 AM,7/5/2025 7:00:00 AM,RTO,2282.966
7/5/2025 12:00:00 PM,7/5/2025 8:00:00 AM,RTO,1622.152
7/5/2025 1:00:00 PM,7/5/2025 9:00:00 AM,RTO,1066.181
7/5/2025 2:00:00 PM,7/5/2025 10:00:00 AM,RTO,1567.158
7/5/2025 3:00:00 PM,7/5/2025 11:00:00 AM,RTO,2617.679
7/5/2025 4:00:00 PM,7/5/2025 12:00:00 PM,RTO,3296.892
7/5/2025 5:00:00 PM,7/5/2025 1:00:00 PM,RTO,3313.310
7/5/2025 6:00:00 PM,7/5/2025 2:00:00 PM,RTO,3219.800
7/5/2025 7:00:00 PM,7/5/2025 3:00:00 PM,RTO,3310.222
7/5/2025 8:00:00 PM,7/5/2025 4:00:00 PM,RTO,3602.843
7/5/2025 9:00:00 PM,7/5/2025 5:00:00 PM,RTO,3866.476
7/5/2025 10:00:00 PM,7/5/2025 6:00:00 PM,RTO,3707.688
7/5/2025 11:00:00 PM,7/5/2025 7:00:00 PM,RTO,2956.081
7/6/2025 12:00:00 AM,7/5/2025 8:00:00 PM,RTO,2563.860
7/6/2025 1:00:00 AM,7/5/2025 9:00:00 PM,RTO,2736.355
7/6/2025 2:00:00 AM,7/5/2025 10:00:00 PM,RTO,3360.401
7/6/2025 3:00:00 AM,7/5/2025 11:00:00 PM,RTO,4020.171
7/6/2025 4:00:00 AM,7/6/2025 12:00:00 AM,RTO,4095.855
7/6/2025 5:00:00 AM,7/6/2025 1:00:00 AM,RTO,4059.858
7/6/2025 6:00:00 AM,7/6/2025 2:00:00 AM,RTO,4166.851
7/6/2025 7:00:00 AM,7/6/2025 3:00:00 AM,RTO,4241.124
7/6/2025 8:00:00 AM,7/6/2025 4:00:00 AM,RTO,4434.244
7/6/2025 9:00:00 AM,7/6/2025 5:00:00 AM,RTO,4356.930
7/6/2025 10:00:00 AM,7/6/2025 6:00:00 AM,RTO,3640.150
7/6/2025 11:00:00 AM,7/6/2025 7:00:00 AM,RTO,2914.920
7/6/2025 12:00:00 PM,7/6/2025 8:00:00 AM,RTO,2154.229
7/6/2025 1:00:00 PM,7/6/2025 9:00:00 AM,RTO,1925.549
7/6/2025 2:00:00 PM,7/6/2025 10:00:00 AM,RTO,1815.291
7/6/2025 3:00:00 PM,7/6/2025 11:00:00 AM,RTO,2074.042
7/6/2025 4:00:00 PM,7/6/2025 12:00:00 PM,RTO,2381.895
7/6/2025 5:00:00 PM,7/6/2025 1:00:00 PM,RTO,2657.827
7/6/2025 6:00:00 PM,7/6/2025 2:00:00 PM,RTO,2831.679
7/6/2025 7:00:00 PM,7/6/2025 3:00:00 PM,RTO,2928.796
7/6/2025 8:00:00 PM,7/6/2025 4:00:00 PM,RTO,3229.635
7/6/2025 9:00:00 PM,7/6/2025 5:00:00 PM,RTO,2917.758
7/6/2025 10:00:00 PM,7/6/2025 6:00:00 PM,RTO,2792.459
7/6/2025 11:00:00 PM,7/6/2025 7:00:00 PM,RTO,2110.632
7/7/2025 12:00:00 AM,7/6/2025 8:00:00 PM,RTO,1810.512
7/7/2025 1:00:00 AM,7/6/2025 9:00:00 PM,RTO,2305.027
7/7/2025 2:00:00 AM,7/6/2025 10:00:00 PM,RTO,2510.058
7/7/2025 3:00:00 AM,7/6/2025 11:00:00 PM,RTO,2269.636
7/7/2025 4:00:00 AM,7/7/2025 12:00:00 AM,RTO,1610.333
7/7/2025 5:00:00 AM,7/7/2025 1:00:00 AM,RTO,1120.046
7/7/2025 6:00:00 AM,7/7/2025 2:00:00 AM,RTO,870.416
7/7/2025 7:00:00 AM,7/7/2025 3:00:00 AM,RTO,1029.968
7/7/2025 8:00:00 AM,7/7/2025 4:00:00 AM,RTO,1118.599
7/7/2025 9:00:00 AM,7/7/2025 5:00:00 AM,RTO,1193.550
7/7/2025 10:00:00 AM,7/7/2025 6:00:00 AM,RTO,1249.104
7/7/2025 11:00:00 AM,7/7/2025 7:00:00 AM,RTO,1132.585
7/7/2025 12:00:00 PM,7/7/2025 8:00:00 AM,RTO,958.307
7/7/2025 1:00:00 PM,7/7/2025 9:00:00 AM,RTO,865.033
7/7/2025 2:00:00 PM,7/7/2025 10:00:00 AM,RTO,858.362
7/7/2025 3:00:00 PM,7/7/2025 11:00:00 AM,RTO,740.338
7/7/2025 4:00:00 PM,7/7/2025 12:00:00 PM,RTO,846.189
7/7/2025 5:00:00 PM,7/7/2025 1:00:00 PM,RTO,907.775
7/7/2025 6:00:00 PM,7/7/2025 2:00:00 PM,RTO,941.519
7/7/2025 7:00:00 PM,7/7/2025 3:00:00 PM,RTO,827.031
7/7/2025 8:00:00 PM,7/7/2025 4:00:00 PM,RTO,817.257
7/7/2025 9:00:00 PM,7/7/2025 5:00:00 PM,RTO,1052.413
7/7/2025 10:00:00 PM,7/7/2025 6:00:00 PM,RTO,962.472
7/7/2025 11:00:00 PM,7/7/2025 7:00:00 PM,RTO,807.880
7/8/2025 12:00:00 AM,7/7/2025 8:00:00 PM,RTO,1000.610
7/8/2025 1:00:00 AM,7/7/2025 9:00:00 PM,RTO,1108.014
7/8/2025 2:00:00 AM,7/7/2025 10:00:00 PM,RTO,1064.714
7/8/2025 3:00:00 AM,7/7/2025 11:00:00 PM,RTO,1254.215
7/8/2025 4:00:00 AM,7/8/2025 12:00:00 AM,RTO,1406.079
7/8/2025 5:00:00 AM,7/8/2025 1:00:00 AM,RTO,1561.418
7/8/2025 6:00:00 AM,7/8/2025 2:00:00 AM,RTO,1711.095
7/8/2025 7:00:00 AM,7/8/2025 3:00:00 AM,RTO,1799.684
7/8/2025 8:00:00 AM,7/8/2025 4:00:00 AM,RTO,1769.978
7/8/2025 9:00:00 AM,7/8/2025 5:00:00 AM,RTO,1721.851
7/8/2025 10:00:00 AM,7/8/2025 6:00:00 AM,RTO,1998.955
7/8/2025 11:00:00 AM,7/8/2025 7:00:00 AM,RTO,2054.839
7/8/2025 12:00:00 PM,7/8/2025 8:00:00 AM,RTO,1502.787
7/8/2025 1:00:00 PM,7/8/2025 9:00:00 AM,RTO,1098.399
7/8/2025 2:00:00 PM,7/8/2025 10:00:00 AM,RTO,907.574
7/8/2025 3:00:00 PM,7/8/2025 11:00:00 AM,RTO,935.364
7/8/2025 4:00:00 PM,7/8/2025 12:00:00 PM,RTO,957.627
7/8/2025 5:00:00 PM,7/8/2025 1:00:00 PM,RTO,1218.029
7/8/2025 6:00:00 PM,7/8/2025 2:00:00 PM,RTO,1406.429
7/8/2025 7:00:00 PM,7/8/2025 3:00:00 PM,RTO,1375.957
7/8/2025 8:00:00 PM,7/8/2025 4:00:00 PM,RTO,1093.120
7/8/2025 9:00:00 PM,7/8/2025 5:00:00 PM,RTO,842.133
7/8/2025 10:00:00 PM,7/8/2025 6:00:00 PM,RTO,1235.370
7/8/2025 11:00:00 PM,7/8/2025 7:00:00 PM,RTO,1220.707
7/9/2025 12:00:00 AM,7/8/2025 8:00:00 PM,RTO,912.090
7/9/2025 1:00:00 AM,7/8/2025 9:00:00 PM,RTO,949.289
7/9/2025 2:00:00 AM,7/8/2025 10:00:00 PM,RTO,917.537
7/9/2025 3:00:00 AM,7/8/2025 11:00:00 PM,RTO,844.880
7/9/2025 4:00:00 AM,7/9/2025 12:00:00 AM,RTO,743.879
7/9/2025 5:00:00 AM,7/9/2025 1:00:00 AM,RTO,552.113
7/9/2025 6:00:00 AM,7/9/2025 2:00:00 AM,RTO,401.500
7/9/2025 7:00:00 AM,7/9/2025 3:00:00 AM,RTO,390.654
7/9/2025 8:00:00 AM,7/9/2025 4:00:00 AM,RTO,405.902
7/9/2025 9:00:00 AM,7/9/2025 5:00:00 AM,RTO,381.854
7/9/2025 10:00:00 AM,7/9/2025 6:00:00 AM,RTO,381.549
7/9/2025 11:00:00 AM,7/9/2025 7:00:00 AM,RTO,323.603
7/9/2025 12:00:00 PM,7/9/2025 8:00:00 AM,RTO,203.931
7/9/2025 1:00:00 PM,7/9/2025 9:00:00 AM,RTO,156.298
7/9/2025 2:00:00 PM,7/9/2025 10:00:00 AM,RTO,172.394
7/9/2025 3:00:00 PM,7/9/2025 11:00:00 AM,RTO,163.892
7/9/2025 4:00:00 PM,7/9/2025 12:00:00 PM,RTO,159.296
7/9/2025 5:00:00 PM,7/9/2025 1:00:00 PM,RTO,192.456
7/9/2025 6:00:00 PM,7/9/2025 2:00:00 PM,RTO,298.947
7/9/2025 7:00:00 PM,7/9/2025 3:00:00 PM,RTO,590.432
7/9/2025 8:00:00 PM,7/9/2025 4:00:00 PM,RTO,858.090
7/9/2025 9:00:00 PM,7/9/2025 5:00:00 PM,RTO,743.771
7/9/2025 10:00:00 PM,7/9/2025 6:00:00 PM,RTO,667.602
7/9/2025 11:00:00 PM,7/9/2025 7:00:00 PM,RTO,638.011
7/10/2025 12:00:00 AM,7/9/2025 8:00:00 PM,RTO,544.183
7/10/2025 1:00:00 AM,7/9/2025 9:00:00 PM,RTO,574.903
7/10/2025 2:00:00 AM,7/9/2025 10:00:00 PM,RTO,785.674
7/10/2025 3:00:00 AM,7/9/2025 11:00:00 PM,RTO,861.891
7/10/2025 4:00:00 AM,7/10/2025 12:00:00 AM,RTO,875.424
7/10/2025 5:00:00 AM,7/10/2025 1:00:00 AM,RTO,786.537
7/10/2025 6:00:00 AM,7/10/2025 2:00:00 AM,RTO,680.985
7/10/2025 7:00:00 AM,7/10/2025 3:00:00 AM,RTO,574.552
7/10/2025 8:00:00 AM,7/10/2025 4:00:00 AM,RTO,723.086
7/10/2025 9:00:00 AM,7/10/2025 5:00:00 AM,RTO,991.288
7/10/2025 10:00:00 AM,7/10/2025 6:00:00 AM,RTO,824.387
7/10/2025 11:00:00 AM,7/10/2025 7:00:00 AM,RTO,579.004
7/10/2025 12:00:00 PM,7/10/2025 8:00:00 AM,RTO,334.903
7/10/2025 1:00:00 PM,7/10/2025 9:00:00 AM,RTO,109.230
7/10/2025 2:00:00 PM,7/10/2025 10:00:00 AM,RTO,76.466
7/10/2025 3:00:00 PM,7/10/2025 11:00:00 AM,RTO,58.353
7/10/2025 4:00:00 PM,7/10/2025 12:00:00 PM,RTO,60.320
7/10/2025 5:00:00 PM,7/10/2025 1:00:00 PM,RTO,216.102
7/10/2025 6:00:00 PM,7/10/2025 2:00:00 PM,RTO,506.074
7/10/2025 7:00:00 PM,7/10/2025 3:00:00 PM,RTO,431.400
7/10/2025 8:00:00 PM,7/10/2025 4:00:00 PM,RTO,721.805
7/10/2025 9:00:00 PM,7/10/2025 5:00:00 PM,RTO,1085.132
7/10/2025 10:00:00 PM,7/10/2025 6:00:00 PM,RTO,1297.434
7/10/2025 11:00:00 PM,7/10/2025 7:00:00 PM,RTO,1215.308
7/11/2025 12:00:00 AM,7/10/2025 8:00:00 PM,RTO,1482.956
7/11/2025 1:00:00 AM,7/10/2025 9:00:00 PM,RTO,1845.036
7/11/2025 2:00:00 AM,7/10/2025 10:00:00 PM,RTO,1832.110
7/11/2025 3:00:00 AM,7/10/2025 11:00:00 PM,RTO,1574.113
7/11/2025 4:00:00 AM,7/11/2025 12:00:00 AM,RTO,1344.886
7/11/2025 5:00:00 AM,7/11/2025 1:00:00 AM,RTO,1395.783
7/11/2025 6:00:00 AM,7/11/2025 2:00:00 AM,RTO,1521.488
7/11/2025 7:00:00 AM,7/11/2025 3:00:00 AM,RTO,2116.550
7/11/2025 8:00:00 AM,7/11/2025 4:00:00 AM,RTO,2739.337
7/11/2025 9:00:00 AM,7/11/2025 5:00:00 AM,RTO,2501.243
7/11/2025 10:00:00 AM,7/11/2025 6:00:00 AM,RTO,2340.598
7/11/2025 11:00:00 AM,7/11/2025 7:00:00 AM,RTO,2161.558
7/11/2025 12:00:00 PM,7/11/2025 8:00:00 AM,RTO,1351.189
7/11/2025 1:00:00 PM,7/11/2025 9:00:00 AM,RTO,533.475
7/11/2025 2:00:00 PM,7/11/2025 10:00:00 AM,RTO,333.517
7/11/2025 3:00:00 PM,7/11/2025 11:00:00 AM,RTO,570.848
7/11/2025 4:00:00 PM,7/11/2025 12:00:00 PM,RTO,857.696
7/11/2025 5:00:00 PM,7/11/2025 1:00:00 PM,RTO,1035.415
7/11/2025 6:00:00 PM,7/11/2025 2:00:00 PM,RTO,1550.824
7/11/2025 7:00:00 PM,7/11/2025 3:00:00 PM,RTO,2052.514
7/11/2025 8:00:00 PM,7/11/2025 4:00:00 PM,RTO,2768.067
7/11/2025 9:00:00 PM,7/11/2025 5:00:00 PM,RTO,2947.965
7/11/2025 10:00:00 PM,7/11/2025 6:00:00 PM,RTO,2812.860
7/11/2025 11:00:00 PM,7/11/2025 7:00:00 PM,RTO,2510.189
7/12/2025 12:00:00 AM,7/11/2025 8:00:00 PM,RTO,2875.978
7/12/2025 1:00:00 AM,7/11/2025 9:00:00 PM,RTO,3124.147
7/12/2025 2:00:00 AM,7/11/2025 10:00:00 PM,RTO,3607.682
7/12/2025 3:00:00 AM,7/11/2025 11:00:00 PM,RTO,3748.239
7/12/2025 4:00:00 AM,7/12/2025 12:00:00 AM,RTO,3679.758
7/12/2025 5:00:00 AM,7/12/2025 1:00:00 AM,RTO,2763.206
7/12/2025 6:00:00 AM,7/12/2025 2:00:00 AM,RTO,2228.052
7/12/2025 7:00:00 AM,7/12/2025 3:00:00 AM,RTO,2440.131
7/12/2025 8:00:00 AM,7/12/2025 4:00:00 AM,RTO,2810.829
7/12/2025 9:00:00 AM,7/12/2025 5:00:00 AM,RTO,2868.323
7/12/2025 10:00:00 AM,7/12/2025 6:00:00 AM,RTO,2497.500
7/12/2025 11:00:00 AM,7/12/2025 7:00:00 AM,RTO,1712.854
7/12/2025 12:00:00 PM,7/12/2025 8:00:00 AM,RTO,1080.830
7/12/2025 1:00:00 PM,7/12/2025 9:00:00 AM,RTO,1135.506
7/12/2025 2:00:00 PM,7/12/2025 10:00:00 AM,RTO,1146.111
7/12/2025 3:00:00 PM,7/12/2025 11:00:00 AM,RTO,1268.987
7/12/2025 4:00:00 PM,7/12/2025 12:00:00 PM,RTO,1485.265
7/12/2025 5:00:00 PM,7/12/2025 1:00:00 PM,RTO,1629.990
7/12/2025 6:00:00 PM,7/12/2025 2:00:00 PM,RTO,1514.631
7/12/2025 7:00:00 PM,7/12/2025 3:00:00 PM,RTO,1292.695
7/12/2025 8:00:00 PM,7/12/2025 4:00:00 PM,RTO,946.709
7/12/2025 9:00:00 PM,7/12/2025 5:00:00 PM,RTO,1268.268
7/12/2025 10:00:00 PM,7/12/2025 6:00:00 PM,RTO,1107.586
7/12/2025 11:00:00 PM,7/12/2025 7:00:00 PM,RTO,1310.391
7/13/2025 12:00:00 AM,7/12/2025 8:00:00 PM,RTO,948.847
7/13/2025 1:00:00 AM,7/12/2025 9:00:00 PM,RTO,932.209
7/13/2025 2:00:00 AM,7/12/2025 10:00:00 PM,RTO,1413.211
7/13/2025 3:00:00 AM,7/12/2025 11:00:00 PM,RTO,1815.934
7/13/2025 4:00:00 AM,7/13/2025 12:00:00 AM,RTO,1701.886
7/13/2025 5:00:00 AM,7/13/2025 1:00:00 AM,RTO,1454.869
7/13/2025 6:00:00 AM,7/13/2025 2:00:00 AM,RTO,1434.473
7/13/2025 7:00:00 AM,7/13/2025 3:00:00 AM,RTO,1287.415
7/13/2025 8:00:00 AM,7/13/2025 4:00:00 AM,RTO,1326.931
7/13/2025 9:00:00 AM,7/13/2025 5:00:00 AM,RTO,1312.002
7/13/2025 10:00:00 AM,7/13/2025 6:00:00 AM,RTO,1281.369
7/13/2025 11:00:00 AM,7/13/2025 7:00:00 AM,RTO,1003.256
7/13/2025 12:00:00 PM,7/13/2025 8:00:00 AM,RTO,457.929
7/13/2025 1:00:00 PM,7/13/2025 9:00:00 AM,RTO,176.208
7/13/2025 2:00:00 PM,7/13/2025 10:00:00 AM,RTO,82.697
7/13/2025 3:00:00 PM,7/13/2025 11:00:00 AM,RTO,64.942
7/13/2025 4:00:00 PM,7/13/2025 12:00:00 PM,RTO,106.034
7/13/2025 5:00:00 PM,7/13/2025 1:00:00 PM,RTO,213.218
7/13/2025 6:00:00 PM,7/13/2025 2:00:00 PM,RTO,385.431
7/13/2025 7:00:00 PM,7/13/2025 3:00:00 PM,RTO,434.961
7/13/2025 8:00:00 PM,7/13/2025 4:00:00 PM,RTO,470.885
7/13/2025 9:00:00 PM,7/13/2025 5:00:00 PM,RTO,528.471
7/13/2025 10:00:00 PM,7/13/2025 6:00:00 PM,RTO,499.533
7/13/2025 11:00:00 PM,7/13/2025 7:00:00 PM,RTO,598.430
7/14/2025 12:00:00 AM,7/13/2025 8:00:00 PM,RTO,582.501
7/14/2025 1:00:00 AM,7/13/2025 9:00:00 PM,RTO,308.328
7/14/2025 2:00:00 AM,7/13/2025 10:00:00 PM,RTO,265.688
7/14/2025 3:00:00 AM,7/13/2025 11:00:00 PM,RTO,264.553
7/14/2025 4:00:00 AM,7/14/2025 12:00:00 AM,RTO,256.382
7/14/2025 5:00:00 AM,7/14/2025 1:00:00 AM,RTO,172.321
7/14/2025 6:00:00 AM,7/14/2025 2:00:00 AM,RTO,209.067
7/14/2025 7:00:00 AM,7/14/2025 3:00:00 AM,RTO,212.725
7/14/2025 8:00:00 AM,7/14/2025 4:00:00 AM,RTO,197.887
7/14/2025 9:00:00 AM,7/14/2025 5:00:00 AM,RTO,157.461
7/14/2025 10:00:00 AM,7/14/2025 6:00:00 AM,RTO,138.272
7/14/2025 11:00:00 AM,7/14/2025 7:00:00 AM,RTO,134.219
7/14/2025 12:00:00 PM,7/14/2025 8:00:00 AM,RTO,67.045
7/14/2025 1:00:00 PM,7/14/2025 9:00:00 AM,RTO,14.977
7/14/2025 2:00:00 PM,7/14/2025 10:00:00 AM,RTO,19.895
7/14/2025 3:00:00 PM,7/14/2025 11:00:00 AM,RTO,42.394
7/14/2025 4:00:00 PM,7/14/2025 12:00:00 PM,RTO,68.763
7/14/2025 5:00:00 PM,7/14/2025 1:00:00 PM,RTO,105.821
7/14/2025 6:00:00 PM,7/14/2025 2:00:00 PM,RTO,196.757
7/14/2025 7:00:00 PM,7/14/2025 3:00:00 PM,RTO,301.872
7/14/2025 8:00:00 PM,7/14/2025 4:00:00 PM,RTO,267.662
7/14/2025 9:00:00 PM,7/14/2025 5:00:00 PM,RTO,136.913
7/14/2025 10:00:00 PM,7/14/2025 6:00:00 PM,RTO,199.368
7/14/2025 11:00:00 PM,7/14/2025 7:00:00 PM,RTO,204.578
7/15/2025 12:00:00 AM,7/14/2025 8:00:00 PM,RTO,155.057
7/15/2025 1:00:00 AM,7/14/2025 9:00:00 PM,RTO,149.842
7/15/2025 2:00:00 AM,7/14/2025 10:00:00 PM,RTO,138.272
7/15/2025 3:00:00 AM,7/14/2025 11:00:00 PM,RTO,127.921
7/15/2025 4:00:00 AM,7/15/2025 12:00:00 AM,RTO,188.140
7/15/2025 5:00:00 AM,7/15/2025 1:00:00 AM,RTO,268.864
7/15/2025 6:00:00 AM,7/15/2025 2:00:00 AM,RTO,259.316
7/15/2025 7:00:00 AM,7/15/2025 3:00:00 AM,RTO,242.564
7/15/2025 8:00:00 AM,7/15/2025 4:00:00 AM,RTO,271.350
7/15/2025 9:00:00 AM,7/15/2025 5:00:00 AM,RTO,333.789
7/15/2025 10:00:00 AM,7/15/2025 6:00:00 AM,RTO,506.126
7/15/2025 11:00:00 AM,7/15/2025 7:00:00 AM,RTO,709.809
7/15/2025 12:00:00 PM,7/15/2025 8:00:00 AM,RTO,604.350
7/15/2025 1:00:00 PM,7/15/2025 9:00:00 AM,RTO,147.853
7/15/2025 2:00:00 PM,7/15/2025 10:00:00 AM,RTO,170.768
7/15/2025 3:00:00 PM,7/15/2025 11:00:00 AM,RTO,323.221
7/15/2025 4:00:00 PM,7/15/2025 12:00:00 PM,RTO,278.398
7/15/2025 5:00:00 PM,7/15/2025 1:00:00 PM,RTO,204.895
7/15/2025 6:00:00 PM,7/15/2025 2:00:00 PM,RTO,145.536
7/15/2025 7:00:00 PM,7/15/2025 3:00:00 PM,RTO,168.610
7/15/2025 8:00:00 PM,7/15/2025 4:00:00 PM,RTO,309.356
7/15/2025 9:00:00 PM,7/15/2025 5:00:00 PM,RTO,243.900
7/15/2025 10:00:00 PM,7/15/2025 6:00:00 PM,RTO,549.187
7/15/2025 11:00:00 PM,7/15/2025 7:00:00 PM,RTO,620.902
7/16/2025 12:00:00 AM,7/15/2025 8:00:00 PM,RTO,773.216
7/16/2025 1:00:00 AM,7/15/2025 9:00:00 PM,RTO,1014.361
7/16/2025 2:00:00 AM,7/15/2025 10:00:00 PM,RTO,1265.774
7/16/2025 3:00:00 AM,7/15/2025 11:00:00 PM,RTO,1332.773
7/16/2025 4:00:00 AM,7/16/2025 12:00:00 AM,RTO,1130.167
7/16/2025 5:00:00 AM,7/16/2025 1:00:00 AM,RTO,984.813
7/16/2025 6:00:00 AM,7/16/2025 2:00:00 AM,RTO,951.256
7/16/2025 7:00:00 AM,7/16/2025 3:00:00 AM,RTO,915.832
7/16/2025 8:00:00 AM,7/16/2025 4:00:00 AM,RTO,1044.531
7/16/2025 9:00:00 AM,7/16/2025 5:00:00 AM,RTO,1316.687
7/16/2025 10:00:00 AM,7/16/2025 6:00:00 AM,RTO,999.257
7/16/2025 11:00:00 AM,7/16/2025 7:00:00 AM,RTO,974.977
7/16/2025 12:00:00 PM,7/16/2025 8:00:00 AM,RTO,734.344
7/16/2025 1:00:00 PM,7/16/2025 9:00:00 AM,RTO,662.491
7/16/2025 2:00:00 PM,7/16/2025 10:00:00 AM,RTO,747.777
7/16/2025 3:00:00 PM,7/16/2025 11:00:00 AM,RTO,894.804
7/16/2025 4:00:00 PM,7/16/2025 12:00:00 PM,RTO,1403.785
7/16/2025 5:00:00 PM,7/16/2025 1:00:00 PM,RTO,2029.158
7/16/2025 6:00:00 PM,7/16/2025 2:00:00 PM,RTO,2960.399
7/16/2025 7:00:00 PM,7/16/2025 3:00:00 PM,RTO,3388.926
7/16/2025 8:00:00 PM,7/16/2025 4:00:00 PM,RTO,3243.611
7/16/2025 9:00:00 PM,7/16/2025 5:00:00 PM,RTO,3351.932
7/16/2025 10:00:00 PM,7/16/2025 6:00:00 PM,RTO,4069.328
7/16/2025 11:00:00 PM,7/16/2025 7:00:00 PM,RTO,4021.094
7/17/2025 12:00:00 AM,7/16/2025 8:00:00 PM,RTO,3782.698
7/17/2025 1:00:00 AM,7/16/2025 9:00:00 PM,RTO,3964.556
7/17/2025 2:00:00 AM,7/16/2025 10:00:00 PM,RTO,4414.578
7/17/2025 3:00:00 AM,7/16/2025 11:00:00 PM,RTO,4422.079
7/17/2025 4:00:00 AM,7/17/2025 12:00:00 AM,RTO,4295.517
7/17/2025 5:00:00 AM,7/17/2025 1:00:00 AM,RTO,4142.007
7/17/2025 6:00:00 AM,7/17/2025 2:00:00 AM,RTO,3793.967
7/17/2025 7:00:00 AM,7/17/2025 3:00:00 AM,RTO,3368.271
7/17/2025 8:00:00 AM,7/17/2025 4:00:00 AM,RTO,3137.636
7/17/2025 9:00:00 AM,7/17/2025 5:00:00 AM,RTO,3109.501
7/17/2025 10:00:00 AM,7/17/2025 6:00:00 AM,RTO,2692.093
7/17/2025 11:00:00 AM,7/17/2025 7:00:00 AM,RTO,2527.284
7/17/2025 12:00:00 PM,7/17/2025 8:00:00 AM,RTO,2485.318
7/17/2025 1:00:00 PM,7/17/2025 9:00:00 AM,RTO,2225.200
7/17/2025 2:00:00 PM,7/17/2025 10:00:00 AM,RTO,2126.972
7/17/2025 3:00:00 PM,7/17/2025 11:00:00 AM,RTO,2041.978
7/17/2025 4:00:00 PM,7/17/2025 12:00:00 PM,RTO,2027.002
7/17/2025 5:00:00 PM,7/17/2025 1:00:00 PM,RTO,1885.193
7/17/2025 6:00:00 PM,7/17/2025 2:00:00 PM,RTO,1810.088
7/17/2025 7:00:00 PM,7/17/2025 3:00:00 PM,RTO,1877.869
7/17/2025 8:00:00 PM,7/17/2025 4:00:00 PM,RTO,1933.546
7/17/2025 9:00:00 PM,7/17/2025 5:00:00 PM,RTO,2090.631
7/17/2025 10:00:00 PM,7/17/2025 6:00:00 PM,RTO,2007.833
7/17/2025 11:00:00 PM,7/17/2025 7:00:00 PM,RTO,2235.836
7/18/2025 12:00:00 AM,7/17/2025 8:00:00 PM,RTO,2531.890
7/18/2025 1:00:00 AM,7/17/2025 9:00:00 PM,RTO,2713.121
7/18/2025 2:00:00 AM,7/17/2025 10:00:00 PM,RTO,2839.405
7/18/2025 3:00:00 AM,7/17/2025 11:00:00 PM,RTO,2876.420
7/18/2025 4:00:00 AM,7/18/2025 12:00:00 AM,RTO,2790.710
7/18/2025 5:00:00 AM,7/18/2025 1:00:00 AM,RTO,2255.177
